CTYNAME,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,H_MALE,H_FEMALE
Ector,13,7302,3630,3672,3329,3347,158,170,67,54,39,56,2,6,35,39,2050,2059,1580,1613
Ector,14,5386,2633,2753,2412,2561,115,117,53,37,28,24,3,2,22,12,1517,1577,1116,1176
Ector,15,3912,1819,2093,1695,1938,55,89,33,30,13,18,3,0,20,18,1106,1277,713,816
Ector,16,2648,1089,1559,1008,1454,41,67,22,10,9,16,1,2,8,10,680,1019,409,540
Ector,17,1928,785,1143,730,1062,28,52,13,10,6,4,0,0,8,15,488,805,297,338
Ector,18,1763,611,1152,553,1054,26,57,10,21,9,11,0,2,13,7,411,844,200,308
Edwards,5,74,34,40,32,34,0,1,2,5,0,0,0,0,0,0,6,9,28,31
Edwards,6,97,54,43,49,40,3,3,1,0,0,0,0,0,1,0,21,11,33,32
Edwards,7,76,38,38,36,37,0,0,2,1,0,0,0,0,0,0,12,16,26,22
Edwards,8,97,50,47,50,44,0,0,0,1,0,1,0,0,0,1,10,17,40,30
Edwards,9,80,43,37,40,34,1,1,2,2,0,0,0,0,0,0,19,12,24,25
Edwards,10,94,46,48,43,46,0,1,2,0,1,1,0,0,0,0,14,21,32,27
Edwards,11,101,55,46,54,43,0,0,0,3,0,0,0,0,1,0,24,20,31,26
Edwards,12,127,56,71,55,65,0,2,0,3,1,0,0,0,0,1,24,37,32,34
Edwards,13,137,69,68,65,64,1,0,3,3,0,1,0,0,0,0,36,34,33,34
Edwards,14,180,90,90,86,82,0,3,2,1,0,1,0,0,2,3,55,67,35,23
Edwards,15,158,97,61,96,59,0,0,0,2,1,0,0,0,0,0,69,33,28,28
Edwards,16,100,50,50,49,49,0,0,0,0,0,0,0,0,1,1,33,34,17,16
Edwards,17,62,34,28,33,28,1,0,0,0,0,0,0,0,0,0,20,18,14,10
Edwards,18,50,22,28,22,28,0,0,0,0,0,0,0,0,0,0,12,12,10,16
Ellis,5,11049,5756,5293,4821,4396,697,650,59,58,44,46,9,15,126,128,3639,3451,2117,1842
Ellis,6,11401,5638,5763,4731,4872,694,657,57,57,36,49,5,6,115,122,3811,3913,1827,1850
Ellis,7,11858,5713,6145,4914,5180,605,710,53,63,47,76,10,8,84,108,3865,4347,1848,1798
Ellis,8,12155,5961,6194,5139,5138,645,817,48,65,52,74,11,16,66,84,4106,4472,1855,1722
Ellis,9,11476,5456,6020,4653,4992,646,814,42,54,42,63,4,11,69,86,3922,4381,1534,1639
Ellis,10,12237,6071,6166,5117,5155,763,830,58,37,51,64,8,8,74,72,4624,4824,1447,1342
Ellis,11,11449,5718,5731,4918,4808,655,748,51,50,38,60,7,6,49,59,4450,4506,1268,1225
Ellis,12,11630,5745,5885,5008,5078,596,672,62,43,28,43,3,8,48,41,4714,5030,1031,855
Ellis,13,10350,5070,5280,4414,4591,535,550,49,38,24,48,7,4,41,49,4355,4550,715,730
Ellis,14,8147,3816,4331,3360,3781,376,441,17,27,22,41,2,4,39,37,3302,3819,514,512
Ellis,15,6138,2850,3288,2572,2904,223,286,24,24,8,35,3,1,20,38,2517,2939,333,349
Ellis,16,4081,1843,2238,1704,2032,92,159,16,12,12,13,2,0,17,22,1656,2026,187,212
Ellis,17,2396,995,1401,893,1286,73,96,5,3,5,7,1,3,18,6,885,1267,110,134
Ellis,18,2246,773,1473,718,1332,41,104,2,16,5,5,0,0,7,16,691,1390,82,83
El,5,69703,37754,31949,33668,29242,2425,1371,407,367,458,388,95,75,701,506,8989,4704,28765,27245
El,6,67985,35912,32073,31862,29279,2357,1412,443,362,555,491,82,75,613,454,8202,5487,27710,26586
El,7,57897,30019,27878,26940,25427,1696,1084,394,337,491,559,102,74,396,397,6295,4706,23724,23172
El,8,53469,26804,26665,23876,24377,1611,1013,391,291,475,541,92,89,359,354,5730,4216,21074,22449
El,9,50527,24750,25777,22350,23865,1261,824,358,289,408,451,77,66,296,282,4698,3520,20052,22257
El,10,49881,23772,26109,21721,24536,1120,734,285,233,395,387,52,36,199,183,4363,3292,19409,22817
El,11,45800,21596,24204,19908,22814,945,640,232,208,291,334,38,40,182,168,4419,3342,17177,20862
El,12,46538,21474,25064,20070,23676,838,612,192,227,204,335,19,49,151,165,4332,3814,17142,21250
El,13,40843,18705,22138,17345,20968,744,527,204,183,220,291,39,17,153,152,4131,3754,14574,18384
El,14,32737,14843,17894,13996,16960,452,372,120,167,151,276,19,18,105,101,3478,3276,11365,14618
El,15,25375,11479,13896,10873,13165,301,293,73,115,138,233,17,19,77,71,2972,2716,8507,11180
El,16,17926,7483,10443,7133,9902,206,219,58,69,44,173,11,12,31,68,1885,2182,5598,8261
El,17,13036,5170,7866,4895,7512,149,169,34,37,45,114,7,6,40,28,1282,1601,3888,6265
El,18,13185,4676,8509,4430,8088,147,162,46,64,26,166,1,1,26,28,1147,1858,3529,6651
Erath,5,5666,2795,2871,2538,2680,138,114,26,36,30,9,1,6,62,26,2286,2368,509,503
Erath,6,2973,1498,1475,1384,1381,39,20,27,26,27,15,0,0,21,33,1094,1110,404,365
Erath,7,2434,1240,1194,1168,1128,26,18,13,21,13,12,0,2,20,13,869,873,371,321
Erath,8,2243,1092,1151,1030,1091,22,17,15,12,16,22,2,0,7,9,802,856,290,295
Erath,9,2076,1037,1039,997,986,15,11,8,8,10,17,0,2,7,15,809,810,228,229
Erath,10,2103,1024,1079,973,1035,6,5,11,23,19,6,0,2,15,8,811,811,213,268
Erath,11,2148,1070,1078,1011,1029,13,12,22,12,11,12,0,0,13,13,783,883,287,195
Erath,12,2461,1244,1217,1182,1171,19,17,16,13,15,6,1,1,11,9,1009,1055,235,162
Erath,13,2230,1123,1107,1066,1076,8,6,27,9,4,6,1,0,17,10,945,1004,178,103
Erath,14,1927,907,1020,869,993,6,4,14,8,4,5,0,0,14,10,814,949,93,71
Erath,15,1563,755,808,732,777,3,3,7,8,4,7,3,1,6,12,697,764,58,44
Erath,16,1011,479,532,467,521,0,1,3,2,2,2,0,0,7,6,448,518,31,14
Erath,17,756,338,418,329,408,4,0,2,2,0,2,0,0,3,6,327,395,11,23
Erath,18,773,274,499,266,487,0,0,5,4,0,0,0,1,3,7,256,477,18,22
Falls,5,1113,576,537,364,317,180,190,13,4,6,8,0,3,13,15,384,384,192,153
Falls,6,1280,579,701,383,422,175,245,7,6,4,8,4,3,6,17,388,511,191,190
Falls,7,1220,532,688,402,475,110,194,8,7,3,4,0,1,9,7,356,506,176,182
Falls,8,1125,465,660,345,446,105,196,5,5,1,5,1,0,8,8,324,514,141,146
Falls,9,954,397,557,306,398,75,142,5,6,4,6,1,1,6,4,278,440,119,117
Falls,10,1021,454,567,336,382,104,175,6,4,1,2,0,1,7,3,346,451,108,116
Falls,11,1148,538,610,398,424,128,168,3,4,6,4,0,1,3,9,403,497,135,113
Falls,12,1203,555,648,440,491,100,141,6,10,2,2,0,0,7,4,452,563,103,85
Falls,13,1106,562,544,422,408,125,116,7,10,1,2,1,1,6,7,495,459,67,85
Falls,14,971,485,486,392,386,79,92,6,4,5,0,0,3,3,1,432,437,53,49
Falls,15,747,355,392,298,302,43,79,7,4,0,2,1,0,6,5,310,355,45,37
Falls,16,591,282,309,225,248,46,53,2,3,1,2,0,0,8,3,255,286,27,23
Falls,17,422,191,231,165,175,23,48,2,4,1,2,0,1,0,1,174,211,17,20
Falls,18,400,173,227,146,175,23,49,3,2,0,1,0,0,1,0,157,207,16,20
Fannin,5,2119,1289,830,1030,737,192,39,27,17,11,9,0,0,29,28,1037,694,252,136
Fannin,6,2384,1403,981,1123,872,212,58,21,14,5,9,2,1,40,27,1124,854,279,127
Fannin,7,2128,1227,901,1022,806,168,49,7,20,6,9,3,1,21,16,978,791,249,110
Fannin,8,2246,1273,973,1092,894,150,38,14,18,6,9,0,0,11,14,1059,855,214,118
Fannin,9,2103,1140,963,979,869,126,37,14,12,5,27,0,0,16,18,956,838,184,125
Fannin,10,2299,1221,1078,1045,955,120,52,21,28,17,27,4,0,14,16,1087,986,134,92
Fannin,11,2313,1259,1054,1085,965,125,44,13,18,19,9,1,0,16,18,1128,993,131,61
Fannin,12,2515,1258,1257,1129,1169,96,42,12,13,3,8,1,3,17,22,1168,1202,90,55
Fannin,13,2326,1199,1127,1094,1035,67,51,13,18,2,4,1,0,22,19,1142,1082,57,45
Fannin,14,2015,986,1029,909,966,43,43,15,10,5,3,0,1,14,6,954,991,32,38
Fannin,15,1697,832,865,776,822,29,21,9,5,2,4,1,0,15,13,810,845,22,20
Fannin,16,1207,551,656,517,614,22,28,5,5,0,0,0,0,7,9,546,643,5,13
Fannin,17,852,419,433,390,413,20,11,4,2,0,2,0,0,5,5,411,423,8,10
Fannin,18,731,303,428,291,404,5,17,3,4,1,0,0,0,3,3,297,415,6,13
Fayette,5,1281,663,618,582,533,59,56,9,17,5,2,0,2,8,8,458,432,205,186
Fayette,6,1229,620,609,538,529,63,53,8,12,3,4,0,0,8,11,477,427,143,182
Fayette,7,1176,556,620,494,550,48,50,7,7,2,4,0,2,5,7,376,438,180,182
Fayette,8,1389,690,699,635,645,42,38,8,7,3,2,1,0,1,7,488,477,202,222
Fayette,9,1269,638,631,558,557,47,47,19,10,5,10,2,1,7,6,446,467,192,164
Fayette,10,1336,691,645,635,575,38,43,6,14,6,4,0,1,6,8,527,508,164,137
Fayette,11,1516,736,780,663,708,49,53,17,9,1,6,0,1,6,3,575,642,161,138
Fayette,12,2015,960,1055,895,973,52,59,8,6,4,8,0,1,1,8,824,925,136,130
Fayette,13,2050,1037,1013,963,937,55,57,12,5,4,3,1,0,2,11,918,911,119,102
Fayette,14,1917,944,973,888,910,45,54,6,2,0,1,0,0,5,6,859,902,85,71
Fayette,15,1573,792,781,760,755,23,17,4,5,0,1,0,1,5,2,736,735,56,46
Fayette,16,1202,575,627,545,597,22,24,4,1,2,0,0,0,2,5,547,598,28,29
Fayette,17,802,376,426,361,409,14,15,0,0,0,1,0,0,1,1,355,406,21,20
Fayette,18,916,323,593,306,551,9,35,2,3,1,1,0,0,5,3,308,568,15,25
Fisher,5,185,94,91,86,76,7,5,0,0,0,1,0,1,1,8,66,45,28,46
Fisher,6,214,109,105,95,92,10,8,0,1,0,0,0,0,4,4,74,75,35,30
Fisher,7,208,104,104,97,99,4,2,2,1,0,1,0,0,1,1,72,72,32,32
Fisher,8,188,99,89,93,79,3,2,0,4,1,3,0,0,2,1,71,58,28,31
Fisher,9,181,87,94,79,85,2,5,2,1,0,0,0,0,4,3,54,67,33,27
Fisher,10,218,108,110,100,100,4,7,1,0,0,0,2,1,1,2,77,82,31,28
Fisher,11,226,123,103,109,95,10,5,1,0,0,0,0,0,3,3,84,73,39,30
Fisher,12,272,144,128,132,120,6,4,1,2,2,2,0,0,3,0,116,88,28,40
Fisher,13,288,141,147,130,143,5,1,3,3,1,0,0,0,2,0,107,112,34,35
Fisher,14,273,128,145,123,142,1,1,2,1,0,0,0,0,2,1,97,110,31,35
Fisher,15,199,113,86,106,80,3,4,2,1,0,0,0,0,2,1,96,73,17,13
Fisher,16,169,61,108,55,101,4,3,2,3,0,0,0,0,0,1,45,93,16,15
Fisher,17,166,76,90,74,86,0,3,0,0,0,0,1,0,1,1,68,69,8,21
Fisher,18,142,57,85,56,73,0,7,1,3,0,0,0,0,0,2,51,65,6,20
Floyd,5,354,172,182,153,161,11,6,3,1,2,2,0,0,3,12,48,43,124,139
Floyd,6,344,169,175,148,158,10,6,3,2,1,0,0,0,7,9,62,49,107,126
Floyd,7,289,156,133,129,127,3,3,9,2,1,0,0,0,14,1,48,47,108,86
Floyd,8,354,171,183,163,173,6,4,2,4,0,0,0,0,0,2,66,58,105,125
Floyd,9,298,148,150,131,142,4,6,3,1,3,1,0,0,7,0,52,49,96,101
Floyd,10,333,173,160,155,149,7,3,3,5,3,1,0,1,5,1,62,64,111,96
Floyd,11,315,161,154,149,144,8,7,3,3,0,0,0,0,1,0,89,73,72,81
Floyd,12,366,166,200,159,185,5,12,1,2,1,1,0,0,0,0,81,112,85,88
Floyd,13,333,182,151,174,139,4,9,3,2,1,1,0,0,0,0,105,86,77,65
Floyd,14,306,151,155,140,145,5,6,3,2,1,1,0,0,2,1,91,89,60,66
Floyd,15,240,113,127,106,122,5,3,1,0,0,1,0,0,1,1,68,84,45,43
Floyd,16,231,102,129,97,122,2,4,2,2,1,0,0,0,0,1,75,91,27,38
Floyd,17,149,62,87,55,85,6,2,1,0,0,0,0,0,0,0,46,66,16,21
Floyd,18,155,71,84,70,74,0,9,1,0,0,0,0,0,0,1,44,75,27,9
Foard,5,62,27,35,25,29,1,6,0,0,0,0,0,0,1,0,19,28,8,7
Foard,6,50,25,25,24,24,1,1,0,0,0,0,0,0,0,0,18,23,7,2
Foard,7,59,27,32,23,27,2,1,0,1,0,3,0,0,2,0,24,24,3,8
Foard,8,57,30,27,25,24,1,2,3,0,0,0,0,0,1,1,17,21,13,6
Foard,9,47,20,27,19,25,0,1,0,1,1,0,0,0,0,0,13,19,7,8
Foard,10,68,34,34,33,32,1,1,0,0,0,1,0,0,0,0,29,28,5,6
Foard,11,96,50,46,46,44,4,1,0,0,0,1,0,0,0,0,35,39,15,7
Foard,12,95,53,42,50,40,3,1,0,1,0,0,0,0,0,0,40,33,13,9
Foard,13,74,35,39,33,38,0,1,0,0,0,0,0,0,2,0,29,34,6,5
Foard,14,77,44,33,41,33,2,0,0,0,1,0,0,0,0,0,43,29,1,4
Foard,15,73,26,47,25,44,1,1,0,1,0,1,0,0,0,0,24,40,2,7
Foard,16,68,36,32,34,31,1,1,1,0,0,0,0,0,0,0,34,29,2,3
Foard,17,52,16,36,15,34,1,1,0,0,0,0,0,0,0,1,16,34,0,2
Foard,18,47,13,34,13,32,0,2,0,0,0,0,0,0,0,0,11,34,2,0
Fort,5,44847,22721,22126,12368,11790,5527,5403,142,173,4031,4183,14,18,639,559,15757,15330,6964,6796
Fort,6,44453,21880,22573,11971,11674,5203,5172,188,170,4045,5059,29,27,444,471,15350,16248,6530,6325
Fort,7,50332,23637,26695,13737,14021,4337,5712,163,155,4964,6332,16,41,420,434,16743,19760,6894,6935
Fort,8,60535,28796,31739,16089,16374,5508,6806,167,216,6559,7823,32,35,441,485,21168,23625,7628,8114
Fort,9,59971,29025,30946,15892,16088,5556,6564,168,131,6961,7609,27,28,421,526,21370,23170,7655,7776
Fort,10,59802,29315,30487,16262,15800,5868,7032,168,175,6640,7027,14,17,363,436,22262,23454,7053,7033
Fort,11,50822,25061,25761,14210,13892,5023,5941,149,144,5344,5460,32,26,303,298,19368,20191,5693,5570
Fort,12,48744,23782,24962,13808,13934,5165,5920,133,142,4403,4673,19,18,254,275,19432,20349,4350,4613
Fort,13,44239,21483,22756,12661,12761,4442,5374,117,81,3999,4315,16,21,248,204,18156,19089,3327,3667
Fort,14,34569,16426,18143,9518,9914,3224,4184,68,71,3435,3792,7,13,174,169,13971,15422,2455,2721
Fort,15,23565,11163,12402,6727,7332,1720,2461,47,38,2544,2434,3,8,122,129,9618,10594,1545,1808
Fort,16,13758,6372,7386,3907,4525,868,1248,27,18,1523,1515,2,8,45,72,5549,6281,823,1105
Fort,17,7890,3322,4568,2140,2931,375,728,12,23,768,831,1,3,26,52,2838,3762,484,806
Fort,18,7551,2722,4829,1908,3446,264,669,5,20,530,677,1,1,14,16,2293,4014,429,815
Franklin,5,537,263,274,232,239,7,18,9,2,8,3,0,0,7,12,202,201,61,73
Franklin,6,549,293,256,268,242,13,9,4,0,4,2,0,0,4,3,223,210,70,46
Franklin,7,623,299,324,271,296,15,16,7,7,2,4,0,0,4,1,236,277,63,47
Franklin,8,592,287,305,265,283,14,14,4,2,4,0,0,0,0,6,223,256,64,49
Franklin,9,538,271,267,244,242,13,10,9,4,4,7,0,0,1,4,215,234,56,33
Franklin,10,619,325,294,301,267,9,11,5,2,5,8,0,0,5,6,288,260,37,34
Franklin,11,671,314,357,293,332,10,11,2,7,5,4,0,0,4,3,264,308,50,49
Franklin,12,796,413,383,374,361,20,13,5,5,8,1,0,0,6,3,368,349,45,34
Franklin,13,740,377,363,358,341,14,14,3,1,0,3,1,1,1,3,349,345,28,18
Franklin,14,706,340,366,330,341,5,14,2,4,0,1,0,0,3,6,321,343,19,23
Franklin,15,625,294,331,284,316,6,7,0,2,1,0,0,1,3,5,274,321,20,10
Franklin,16,453,221,232,209,224,6,6,1,1,1,0,0,0,4,1,215,228,6,4
Franklin,17,289,137,152,128,144,8,6,0,0,0,2,0,0,1,0,133,150,4,2
Franklin,18,283,111,172,107,158,1,6,1,4,0,1,0,0,2,3,110,170,1,2
Freestone,5,902,470,432,364,329,77,76,9,11,7,8,0,0,13,8,379,331,91,101
Freestone,6,1028,578,450,458,357,97,69,11,7,4,11,0,0,8,6,437,388,141,62
Freestone,7,1175,648,527,504,439,124,70,7,5,7,6,0,1,6,6,499,421,149,106
Freestone,8,1287,730,557,548,432,147,95,12,11,7,2,0,0,16,17,553,458,177,99
Freestone,9,1343,782,561,602,471,149,67,13,8,7,4,0,0,11,11,624,460,158,101
Freestone,10,1326,758,568,576,465,158,75,9,12,4,12,2,0,9,4,631,489,127,79
Freestone,11,1194,638,556,496,460,120,79,13,5,5,6,0,0,4,6,527,507,111,49
Freestone,12,1291,696,595,539,487,125,94,17,5,7,4,0,1,8,4,625,549,71,46
Freestone,13,1322,652,670,496,542,135,116,11,6,3,2,0,0,7,4,601,633,51,37
Freestone,14,1216,594,622,500,513,82,98,6,3,1,3,0,0,5,5,558,601,36,21
Freestone,15,992,461,531,402,444,47,74,3,3,0,2,0,0,9,8,436,512,25,19
Freestone,16,731,354,377,291,337,54,34,0,0,2,1,0,0,7,5,345,370,9,7
Freestone,17,501,229,272,191,217,35,52,0,0,0,1,0,0,3,2,225,267,4,5
Freestone,18,482,169,313,142,257,23,52,1,2,0,0,1,0,2,2,163,305,6,8
Frio,5,2042,1517,525,1228,502,176,7,17,5,89,3,1,0,6,8,326,72,1191,453
Frio,6,2129,1561,568,1257,522,154,30,26,6,105,7,0,1,19,2,377,83,1184,485
Frio,7,1759,1285,474,1031,460,138,5,14,0,93,6,0,1,9,2,310,76,975,398
Frio,8,1396,912,484,776,457,71,11,12,4,46,6,1,0,6,6,198,86,714,398
Frio,9,1144,689,455,601,433,32,7,6,10,35,4,0,0,15,1,143,76,546,379
Frio,10,1046,602,444,526,425,29,7,6,3,31,6,0,0,10,3,148,90,454,354
Frio,11,1066,581,485,541,469,13,6,10,4,12,4,0,0,5,2,113,95,468,390
Frio,12,927,492,435,458,415,13,5,9,8,6,5,0,0,6,2,148,110,344,325
Frio,13,839,423,416,408,403,5,3,6,2,2,2,0,1,2,5,127,114,296,302
Frio,14,783,371,412,360,400,1,4,2,3,4,2,0,0,4,3,101,108,270,304
Frio,15,654,311,343,309,340,0,3,1,0,0,0,0,0,1,0,95,91,216,252
Frio,16,422,187,235,178,227,5,2,1,0,2,2,0,1,1,3,60,80,127,155
Frio,17,314,128,186,127,183,0,1,0,1,1,1,0,0,0,0,43,43,85,143
Frio,18,273,85,188,80,184,1,1,0,1,0,1,0,0,4,1,28,50,57,138
Gaines,5,1345,689,656,638,620,25,12,11,10,6,3,1,2,8,9,372,357,317,299
Gaines,6,1408,741,667,684,636,23,12,18,5,3,4,0,0,13,10,401,398,340,269
Gaines,7,1446,764,682,727,648,28,14,5,6,1,6,0,0,3,8,432,397,332,285
Gaines,8,1307,677,630,627,601,37,12,4,7,3,4,2,0,4,6,402,361,275,269
Gaines,9,1220,624,596,593,576,12,11,12,3,2,2,0,0,5,4,342,340,282,256
Gaines,10,1055,530,525,509,498,7,13,7,7,3,2,0,0,4,5,322,336,208,189
Gaines,11,1056,556,500,527,476,9,13,7,6,3,3,0,0,10,2,339,315,217,185
Gaines,12,1164,583,581,549,558,10,12,9,6,8,3,0,0,7,2,357,384,226,197
Gaines,13,861,467,394,444,369,8,11,3,9,3,2,2,0,7,3,261,239,206,155
Gaines,14,616,297,319,288,309,6,4,3,1,0,1,0,0,0,4,175,199,122,120
Gaines,15,457,222,235,209,225,1,3,6,5,2,0,1,0,3,2,153,139,69,96
Gaines,16,304,130,174,123,163,3,6,2,2,0,0,0,0,2,3,74,122,56,52
Gaines,17,284,132,152,125,142,3,7,1,0,0,0,0,0,3,3,86,114,46,38
Gaines,18,218,87,131,82,125,2,1,2,3,0,0,0,0,1,2,68,113,19,18
Galveston,5,19835,10131,9704,7958,7520,1492,1424,94,89,306,396,15,17,266,258,6924,6595,3207,3109
Galveston,6,22590,11206,11384,8864,8812,1651,1766,111,113,350,452,12,15,218,226,7963,8207,3243,3177
Galveston,7,22665,11095,11570,8978,9177,1414,1591,92,98,424,500,11,14,176,190,7842,8430,3253,3140
Galveston,8,23153,11372,11781,9285,9269,1397,1712,113,76,399,532,17,10,161,182,8057,8659,3315,3122
Galveston,9,21246,10340,10906,8402,8573,1232,1502,83,123,431,535,12,16,180,157,7326,7995,3014,2911
Galveston,10,22039,10749,11290,8875,9268,1217,1245,94,121,424,486,13,13,126,157,8144,8541,2605,2749
Galveston,11,21796,10533,11263,8658,9104,1259,1449,81,111,410,450,11,8,114,141,8360,8948,2173,2315
Galveston,12,23854,11610,12244,9696,10006,1348,1605,97,107,334,411,9,7,126,108,9611,10220,1999,2024
Galveston,13,21516,10612,10904,8848,8898,1193,1500,84,76,351,313,16,14,120,103,8983,9303,1629,1601
Galveston,14,17283,8276,9007,6961,7333,951,1248,60,51,209,281,5,8,90,86,7087,7768,1189,1239
Galveston,15,12756,6095,6661,5200,5489,615,828,39,31,186,260,4,1,51,52,5355,5862,740,799
Galveston,16,8203,3658,4545,3143,3770,351,567,19,28,109,125,0,5,36,50,3214,3956,444,589
Galveston,17,5276,2178,3098,1833,2512,238,458,18,23,70,77,0,3,19,25,1883,2688,295,410
Galveston,18,5146,1852,3294,1574,2709,200,486,15,22,44,46,3,2,16,29,1593,2883,259,411
Garza,5,628,509,119,459,100,41,10,2,3,0,1,1,1,6,4,153,56,356,63
Garza,6,771,585,186,526,160,53,20,0,3,1,2,0,0,5,1,190,93,395,93
Garza,7,517,372,145,333,122,37,15,0,1,0,4,1,0,1,3,138,84,234,61
Garza,8,356,239,117,225,96,10,10,3,3,0,7,0,1,1,0,70,65,169,52
Garza,9,380,241,139,212,125,21,9,0,2,1,0,0,0,7,3,92,75,149,64
Garza,10,523,367,156,326,145,19,8,6,0,16,3,0,0,0,0,139,90,228,66
Garza,11,338,206,132,182,118,11,6,4,4,5,2,0,0,4,2,87,80,119,52
Garza,12,442,300,142,279,129,17,11,0,2,1,0,0,0,3,0,151,99,149,43
Garza,13,257,149,108,141,97,7,10,0,0,1,1,0,0,0,0,112,80,37,28
Garza,14,186,70,116,63,109,5,6,1,1,0,0,0,0,1,0,54,89,16,27
Garza,15,175,79,96,74,92,3,3,1,1,1,0,0,0,0,0,69,68,10,28
Garza,16,143,67,76,65,72,0,3,1,0,0,0,0,0,1,1,56,64,11,12
Garza,17,122,66,56,65,54,1,2,0,0,0,0,0,0,0,0,56,46,10,10
Garza,18,91,34,57,32,56,1,0,1,1,0,0,0,0,0,0,26,48,8,9
Gillespie,5,1238,635,603,603,569,6,3,11,17,4,2,0,1,11,11,353,388,282,215
Gillespie,6,1173,593,580,554,548,17,8,13,7,3,7,0,3,6,7,353,373,240,207
Gillespie,7,1176,590,586,550,561,9,3,16,6,3,6,1,2,11,8,390,418,200,168
Gillespie,8,1322,649,673,609,653,16,5,7,7,10,5,1,2,6,1,431,445,218,228
Gillespie,9,1197,561,636,535,607,3,2,13,13,3,7,2,1,5,6,378,432,183,204
Gillespie,10,1350,651,699,631,680,1,1,10,9,3,3,0,1,6,5,478,523,173,176
Gillespie,11,1454,703,751,668,729,12,5,11,6,3,4,3,0,6,7,528,593,175,158
Gillespie,12,1914,901,1013,867,985,6,4,16,12,8,6,1,0,3,6,732,846,169,167
Gillespie,13,2090,954,1136,922,1106,8,6,15,12,2,2,1,1,6,9,834,995,120,141
Gillespie,14,2190,1030,1160,1006,1130,1,4,8,13,3,4,1,2,11,7,940,1066,90,94
Gillespie,15,1987,954,1033,937,1017,1,3,5,4,3,3,1,0,7,6,879,966,75,67
Gillespie,16,1568,766,802,754,794,2,2,2,3,1,1,1,0,6,2,711,760,55,42
Gillespie,17,1074,539,535,531,529,2,1,2,2,1,3,0,0,3,0,523,513,16,22
Gillespie,18,1137,440,697,434,684,0,5,2,5,0,1,0,0,4,2,419,671,21,26
Glasscock,5,89,53,36,50,32,3,4,0,0,0,0,0,0,0,0,34,21,19,15
Glasscock,6,93,53,40,52,38,1,1,0,0,0,0,0,0,0,1,24,31,29,9
Glasscock,7,81,59,22,56,21,2,1,1,0,0,0,0,0,0,0,26,14,33,8
Glasscock,8,100,49,51,47,49,2,0,0,0,0,1,0,1,0,0,24,28,25,23
Glasscock,9,88,48,40,45,40,0,0,0,0,1,0,0,0,2,0,25,24,23,16
Glasscock,10,95,51,44,51,40,0,4,0,0,0,0,0,0,0,0,31,28,20,16
Glasscock,11,77,42,35,41,34,1,0,0,0,0,0,0,0,0,1,28,22,14,13
Glasscock,12,88,44,44,42,44,1,0,1,0,0,0,0,0,0,0,34,34,10,10
Glasscock,13,78,43,35,42,35,0,0,0,0,0,0,0,0,1,0,33,30,10,5
Glasscock,14,73,41,32,41,32,0,0,0,0,0,0,0,0,0,0,25,21,16,11
Glasscock,15,46,27,19,25,19,0,0,2,0,0,0,0,0,0,0,14,17,13,2
Glasscock,16,40,19,21,18,21,0,0,1,0,0,0,0,0,0,0,17,17,2,4
Glasscock,17,34,17,17,17,17,0,0,0,0,0,0,0,0,0,0,15,15,2,2
Glasscock,18,19,8,11,8,11,0,0,0,0,0,0,0,0,0,0,6,11,2,0
Goliad,5,376,201,175,171,163,17,7,4,0,3,1,0,0,6,4,105,88,96,87
Goliad,6,380,195,185,178,171,10,8,1,3,1,1,0,0,5,2,110,93,85,92
Goliad,7,395,195,200,169,182,17,12,3,3,5,1,0,0,1,2,115,121,80,79
Goliad,8,415,212,203,195,191,12,6,1,2,3,3,0,0,1,1,128,126,84,77
Goliad,9,402,189,213,169,201,17,9,1,0,0,0,0,0,2,3,120,132,69,81
Goliad,10,442,223,219,203,202,10,11,6,3,1,1,0,1,3,1,142,127,81,92
Goliad,11,464,222,242,204,227,10,8,4,2,1,2,0,0,3,3,155,170,67,72
Goliad,12,563,275,288,253,268,14,12,2,5,0,2,1,0,5,1,195,206,80,82
Goliad,13,616,300,316,283,294,8,17,2,3,2,2,0,0,5,0,217,243,83,73
Goliad,14,570,286,284,270,271,13,11,1,2,0,0,0,0,2,0,217,214,69,70
Goliad,15,451,227,224,212,210,9,8,3,3,1,1,0,0,2,2,174,168,53,56
Goliad,16,306,137,169,130,159,7,8,0,0,0,1,0,0,0,1,105,123,32,46
Goliad,17,202,95,107,94,103,0,3,1,1,0,0,0,0,0,0,73,69,22,38
Goliad,18,234,90,144,86,134,2,9,1,0,0,1,0,0,1,0,61,103,29,41
Gonzales,5,1194,658,536,568,476,56,37,19,12,2,4,2,0,11,7,268,226,390,310
Gonzales,6,1316,671,645,583,578,62,36,16,13,4,6,0,2,6,10,297,272,374,373
Gonzales,7,1215,591,624,493,559,74,43,12,7,3,8,3,0,6,7,253,247,338,377
Gonzales,8,1201,614,587,552,520,45,42,6,14,5,5,2,1,4,5,270,269,344,318
Gonzales,9,1111,554,557,490,498,41,32,14,14,7,5,2,0,0,8,217,238,337,319
Gonzales,10,1194,561,633,511,568,26,36,16,16,2,5,0,0,6,8,275,316,286,317
